id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_name,created_at,updated_at,latitude,longitude,private_latitude,private_longitude,coordinates_obscured,scientific_name,common_name
36703682,4e27d7fc-03ef-4f47-9c05-1f5d43e7e379,Sun Dec 15 2019 14:02:04 GMT-0800 (PST),2019-12-15,2019-12-15 22:02:04 UTC,Pacific Time (US & Canada),Debbie A Parisi,2019-12-16 15:45:10 UTC,2021-09-04 13:34:06 UTC,34.30918,-119.0966195,,,false,Procyon lotor,Common Raccoon
36760989,2829265d-77cb-4330-8c08-fb0782abad41,Wed Dec 18 2019 13:47:29 GMT-0800 (PST),2019-12-18,2019-12-18 13:47:29 UTC,UTC,,2019-12-18 21:47:37 UTC,2020-01-21 02:35:43 UTC,34.4449118665,-119.2009809707,,,false,Procyon lotor,Common Raccoon
36792696,07ae190f-c87f-40b0-aeb5-9a4d4dc83df4,Sun Jul 28 2019 09:10:31 GMT-0700 (PDT),2019-07-28,2019-07-28 16:10:31 UTC,Pacific Time (US & Canada),Debbie A Parisi,2019-12-20 04:53:25 UTC,2021-09-04 13:33:52 UTC,34.3097916667,-119.0964138333,,,false,Procyon lotor,Common Raccoon
36978916,97a6866f-fc19-4ffb-8aa3-ae585a11e362,2019/09/28 9:10 AM PDT,2019-09-28,2019-09-28 16:10:00 UTC,Pacific Time (US & Canada),Debbie A Parisi,2019-12-26 21:45:02 UTC,2024-11-06 11:49:38 UTC,34.4388120347,-119.1368223892,,,false,Procyon lotor,Common Raccoon
37019244,662e4d4a-49c2-4955-9279-ab809659da33,2019-12-27 7:19:12 PM PST,2019-12-27,2019-12-28 05:19:12 UTC,Hawaii,"",2019-12-28 03:28:42 UTC,2020-03-22 22:39:38 UTC,34.1737365723,-118.8440551758,,,false,Procyon lotor,Common Raccoon
37066673,c84e6abd-39aa-4a5a-af33-2df4cbe811c9,Sat Dec 28 2019 10:29:48 GMT-0800 (PST),2019-12-28,2019-12-28 18:29:48 UTC,Pacific Time (US & Canada),Debbie A Parisi,2019-12-29 16:14:31 UTC,2021-09-04 13:33:53 UTC,34.3494133333,-119.0488888333,,,false,Procyon lotor,Common Raccoon
37066786,f45f0f89-2058-4ee5-92c2-94ca238b0456,Sat Dec 28 2019 09:59:20 GMT-0800 (PST),2019-12-28,2019-12-28 17:59:20 UTC,Pacific Time (US & Canada),Debbie A Parisi,2019-12-29 16:16:19 UTC,2021-09-04 13:34:09 UTC,34.3485216667,-119.051675,,,false,Procyon lotor,Common Raccoon
37066851,51cd120c-9d92-47d1-8f45-acbb9c2174c1,Sat Dec 28 2019 10:07:54 GMT-0800 (PST),2019-12-28,2019-12-28 18:07:54 UTC,Pacific Time (US & Canada),Debbie A Parisi,2019-12-29 16:19:02 UTC,2021-09-04 13:33:53 UTC,34.3482383333,-119.05085,,,false,Procyon lotor,Common Raccoon
37098399,fa360e70-f8e9-4be6-ba8b-56cb0c18257a,2019/12/27 12:04 PM PST,2019-12-27,2019-12-27 20:04:00 UTC,Pacific Time (US & Canada),Andrea Kreuzhage,2019-12-30 14:53:32 UTC,2024-11-06 11:49:34 UTC,34.2227058798,-118.7995843133,,,false,Procyon lotor,Common Raccoon
37327899,fb68281f-deef-4e59-b6e2-46cd2a6d4883,Sun Jan 05 2020 11:32:26 GMT-0800 (PST),2020-01-05,2020-01-05 19:32:26 UTC,Pacific Time (US & Canada),Debbie A Parisi,2020-01-06 04:50:04 UTC,2021-09-04 13:34:04 UTC,34.3092783333,-119.09645,,,false,Procyon lotor,Common Raccoon
37510290,d31ea465-8761-4eb7-add2-2384eebd337f,Sat Jan 11 2020 09:37:52 GMT-0800 (PST),2020-01-11,2020-01-11 17:37:52 UTC,Pacific Time (US & Canada),Debbie A Parisi,2020-01-12 03:39:03 UTC,2021-09-04 13:34:08 UTC,34.3978833333,-118.794555,,,false,Procyon lotor,Common Raccoon
37976159,5efaf5ac-2820-4087-97cd-04baec5aa3ff,Sat Jan 25 2020 11:15:20 GMT-0800 (PST),2020-01-25,2020-01-25 19:15:20 UTC,Pacific Time (US & Canada),Debbie A Parisi,2020-01-26 05:09:23 UTC,2021-09-04 13:34:02 UTC,34.3493383333,-119.0489361667,,,false,Procyon lotor,Common Raccoon
37976165,247ef787-20ba-433d-bc43-1945b2b18258,Sat Jan 25 2020 11:17:07 GMT-0800 (PST),2020-01-25,2020-01-25 19:17:07 UTC,Pacific Time (US & Canada),Debbie A Parisi,2020-01-26 05:09:45 UTC,2021-09-04 13:33:59 UTC,34.3493883333,-119.0489055,,,false,Procyon lotor,Common Raccoon
39125122,a8265e51-4746-4bc8-803c-1bfed16fd265,Sun Feb 23 2020 10:58:58 GMT-0800 (PST),2020-02-23,2020-02-23 18:58:58 UTC,Pacific Time (US & Canada),Debbie A Parisi,2020-02-24 00:52:27 UTC,2021-09-04 13:33:55 UTC,34.348255,-119.0506666667,,,false,Procyon lotor,Common Raccoon
44372439,985fa4a1-8c0d-4c2e-9f4d-7bf4eac1b067,Thu Apr 30 2020 07:43:45 GMT-0700 (PDT),2020-04-30,2020-04-30 14:43:45 UTC,Pacific Time (US & Canada),Debbie A Parisi,2020-04-30 15:17:24 UTC,2021-09-04 13:34:00 UTC,34.43747833,-119.13620833,,,false,Procyon lotor,Common Raccoon
44990772,fc72c2de-3741-4ced-93c6-ab2e27f91398,Mon May 04 2020 15:31:10 GMT-0700 (PDT),2020-05-04,2020-05-04 22:31:10 UTC,Pacific Time (US & Canada),Debbie A Parisi,2020-05-05 17:10:40 UTC,2021-09-04 13:34:08 UTC,34.34842167,-119.05121667,,,false,Procyon lotor,Common Raccoon
44995487,91d78126-264f-4922-933b-d71cb905cefa,Mon May 04 2020 15:29:16 GMT-0700 (PDT),2020-05-04,2020-05-04 22:29:16 UTC,Pacific Time (US & Canada),Debbie A Parisi,2020-05-05 17:59:20 UTC,2020-06-05 16:12:04 UTC,34.34843,-119.05108617,,,false,Procyon lotor,Common Raccoon
47196835,1861d7f7-ded1-46ed-80bb-645cba7d6708,Sun May 24 2020 09:14:32 GMT-0700 (PDT),2020-05-24,2020-05-24 16:14:32 UTC,Pacific Time (US & Canada),"",2020-05-24 23:08:36 UTC,2020-05-29 14:59:57 UTC,34.36367,-118.99839667,,,false,Procyon lotor,Common Raccoon
47938763,032b6cdf-ec5a-4313-a5ff-caef33199b1b,2020-05-26 9:01:44 AM PDT,2020-05-26,2020-05-26 16:01:44 UTC,Pacific Time (US & Canada),Jess,2020-05-31 03:39:00 UTC,2025-04-04 08:47:27 UTC,34.2855305556,-119.0501972222,,,false,Procyon lotor,Common Raccoon
49300462,d9a05ee1-c77e-4fd0-b609-39fe45b07ec2,2020-06-11 9:25:27 PM PDT,2020-06-11,2020-06-12 04:25:27 UTC,Pacific Time (US & Canada),Levi Smith,2020-06-12 04:34:05 UTC,2020-07-17 16:17:10 UTC,34.2155434419,-118.8231917471,,,false,Procyon lotor,Common Raccoon
51134569,f19024c7-43b9-4311-b72f-a39d301c8506,2020-06-27 12:24:18 PM PDT,2020-06-27,2020-06-27 19:24:18 UTC,Pacific Time (US & Canada),"",2020-06-27 19:29:05 UTC,2023-07-01 22:07:56 UTC,34.4614524722,-119.2412185556,,,false,Procyon,Raccoons
54024932,ad2deb1b-24c3-4179-8df8-b5acc93dc8f7,Wed Jul 22 2020 10:10:09 GMT-0700 (PDT),2020-07-22,2020-07-22 17:10:09 UTC,Pacific Time (US & Canada),Debbie A Parisi,2020-07-23 04:34:07 UTC,2024-02-07 00:32:05 UTC,34.34952167,-119.05270283,,,false,Procyon lotor,Common Raccoon
55718750,4edb6984-274f-48da-98e5-059933473ad2,Fri Aug 07 2020 06:09:59 GMT-0700 (PDT),2020-08-07,2020-08-07 13:09:59 UTC,Pacific Time (US & Canada),Debbie A Parisi,2020-08-07 18:04:02 UTC,2021-09-04 13:33:52 UTC,34.438125,-119.13631383,,,false,Procyon lotor,Common Raccoon
56183278,6f5e27fa-8457-4816-87e5-fd071bfd83b8,2020-08-10 8:28:56 AM PDT,2020-08-10,2020-08-10 15:28:56 UTC,Pacific Time (US & Canada),Jess,2020-08-12 01:21:05 UTC,2024-11-06 11:37:52 UTC,34.2703388889,-118.9519527778,,,false,Procyon lotor,Common Raccoon
56479648,09f5765f-e2cb-4ce9-9a11-a66459a48e0e,2020/08/08 5:48 PM HST,2020-08-08,2020-08-09 03:48:00 UTC,Hawaii,Omar Ruiz,2020-08-15 03:29:54 UTC,2020-08-31 22:02:52 UTC,34.2947034901,-118.8438230637,,,false,Procyon lotor,Common Raccoon
56672230,c47789f1-e107-4fa3-a127-12fc73c476a4,Thu Jul 02 2020 18:58:37 GMT-0700 (PDT),2020-07-02,2020-07-03 01:58:37 UTC,Pacific Time (US & Canada),mothi,2020-08-16 20:36:55 UTC,2020-08-17 01:56:59 UTC,34.44586167,-118.92727,,,false,Procyon lotor,Common Raccoon
58918110,e2a96f41-33ec-45d3-9b6f-bd55ede0bf2f,Mon Sep 07 2020 11:58:13 GMT-0700 (PDT),2020-09-07,2020-09-07 18:58:13 UTC,Pacific Time (US & Canada),W. Terry Hunefeld,2020-09-08 03:00:05 UTC,2020-11-30 19:45:25 UTC,34.2429634614,-119.1893804164,,,false,Procyon lotor,Common Raccoon
58918354,671b416b-0d29-400e-93f5-e94c866e9360,Mon Sep 07 2020 12:20:12 GMT-0700 (PDT),2020-09-07,2020-09-07 19:20:12 UTC,Pacific Time (US & Canada),W. Terry Hunefeld,2020-09-08 03:03:27 UTC,2020-09-08 03:04:52 UTC,34.235049545,-119.1900177168,,,false,Procyon lotor,Common Raccoon
60157730,3eeb53f5-5e0c-4aee-ad90-8b361c21ffba,Sat Sep 19 2020 09:31:12 GMT-0700 (PDT),2020-09-19,2020-09-19 16:31:12 UTC,Pacific Time (US & Canada),Debbie A Parisi,2020-09-20 05:14:20 UTC,2020-11-24 16:03:00 UTC,34.398595,-118.79473,,,false,Procyon lotor,Common Raccoon
64837066,3dc398b6-ddbc-4a36-804d-8c0044a105c4,Fri Nov 13 2020 20:25:20 GMT-0800 (PST),2020-11-13,2020-11-13 20:25:20 UTC,UTC,Omar Khamis,2020-11-14 04:27:45 UTC,2021-11-14 18:22:05 UTC,34.1614111667,-119.2254783333,,,false,Procyon lotor,Common Raccoon
65507870,e8996941-81c8-486b-8167-a39233e8c2a1,2020-11-23 7:57:13 AM PST,2020-11-23,2020-11-23 15:57:13 UTC,Pacific Time (US & Canada),Zack Abbey,2020-11-24 02:56:48 UTC,2020-11-24 21:06:51 UTC,34.4214444444,-118.7823583333,,,false,Procyon lotor,Common Raccoon
65507924,d5152eb3-1c84-4fdd-8299-7b0ec6d32b99,2020-11-23 7:50:22 AM PST,2020-11-23,2020-11-23 15:50:22 UTC,Pacific Time (US & Canada),Zack Abbey,2020-11-24 02:57:08 UTC,2021-11-16 15:02:36 UTC,34.4215,-118.7825722222,,,false,Procyon lotor,Common Raccoon
65513874,845329dd-dc31-426f-83a3-3e3933dcdf4a,Sun Nov 08 2020 10:28:31 GMT-0800 (PST),2020-11-08,2020-11-08 18:28:31 UTC,Pacific Time (US & Canada),W. Terry Hunefeld,2020-11-24 04:57:24 UTC,2023-07-28 04:26:58 UTC,34.2478557365,-119.1835501797,,,false,Procyon lotor,Common Raccoon
65643178,1bf41b25-e976-48b6-9938-29588820d908,Sun Nov 22 2020 11:14:17 GMT-0800 (PST),2020-11-22,2020-11-22 19:14:17 UTC,Pacific Time (US & Canada),Debbie A Parisi,2020-11-26 16:52:00 UTC,2020-12-03 18:36:19 UTC,34.3929966667,-118.887245,,,false,Procyon lotor,Common Raccoon
66684437,a68a7d27-ca6c-4f4f-9279-741f9c2efb51,2017/05/04 9:26 AM PDT,2017-05-04,2017-05-04 16:26:00 UTC,Pacific Time (US & Canada),Adam J. Searcy,2020-12-17 04:31:48 UTC,2023-05-24 23:08:45 UTC,34.2959055556,-119.3057638889,,,false,Procyon lotor,Common Raccoon
69823970,9e937bfc-5912-4328-9371-67710fed32ee,Wed Feb 03 2021 16:15:46 GMT-0800 (PST),2021-02-03,2021-02-04 00:15:46 UTC,Pacific Time (US & Canada),Debbie A Parisi,2021-02-19 19:07:09 UTC,2021-09-04 13:34:14 UTC,34.4352833333,-119.1320416667,,,false,Procyon lotor,Common Raccoon
71048135,cab56344-4238-40d9-b3a2-7c86b400040f,Thu Mar 11 2021 22:42:42 GMT-0800 (PST),2021-03-11,2021-03-11 22:42:42 UTC,UTC,,2021-03-12 06:42:56 UTC,2024-04-24 07:22:10 UTC,34.2250695493,-119.0066769864,,,false,Procyon lotor,Common Raccoon
72042181,66aaaf7c-e7c0-4dbc-b9e5-fce0e6b2c683,Thu Mar 25 2021 10:04:06 GMT-0700 (PDT),2021-03-25,2021-03-25 17:04:06 UTC,Pacific Time (US & Canada),Brooke Sheridan,2021-03-25 21:10:20 UTC,2024-08-30 16:33:17 UTC,34.2768002113,-119.3707289227,,,true,Procyon lotor,Common Raccoon
73895945,33e79c8d-f8fd-41eb-a2b5-95a4dfc90dd6,Tue Oct 03 2017 10:11:34 GMT-0700 (PDT),2017-10-03,2017-10-03 17:11:34 UTC,Pacific Time (US & Canada),Groundwater Gardens,2021-04-13 23:56:12 UTC,2023-08-26 15:31:59 UTC,34.4944522799,-119.1458205118,,,false,Bassariscus astutus,Ringtail
77949918,75fbc063-5019-4e3d-be83-6e834a6cbbca,2021-05-08 12:54:28,2021-05-08,2021-05-08 19:54:28 UTC,Pacific Time (US & Canada),Trent Barnhart,2021-05-08 19:55:20 UTC,2024-04-24 15:07:24 UTC,34.2652751667,-119.2435455556,,,false,Procyon lotor,Common Raccoon
78252658,91937584-434e-4183-a6ea-0a4876ff5760,2021-05-10 07:18:10,2021-05-10,2021-05-10 14:18:10 UTC,Pacific Time (US & Canada),Greg Froelich,2021-05-10 18:16:37 UTC,2024-04-26 02:03:49 UTC,34.679036,-119.3070419722,,,false,Procyon lotor,Common Raccoon
78431201,d77ebf6f-411f-4707-8dba-b9fc4a97646b,Tue May 11 2021 20:58:02 GMT-0700 (PDT),2021-05-11,2021-05-12 03:58:02 UTC,Pacific Time (US & Canada),,2021-05-12 05:07:51 UTC,2024-04-24 15:06:45 UTC,34.2096915784,-119.0113132383,,,false,Procyon lotor,Common Raccoon
80521747,ced879ae-6a81-40f7-bbc1-b734088bd44c,Sat May 22 2021 10:13:43 GMT-0700 (PDT),2021-05-22,2021-05-22 17:13:43 UTC,Pacific Time (US & Canada),Debbie A Parisi,2021-05-27 20:27:34 UTC,2024-04-26 01:57:23 UTC,34.4037033333,-119.34288,,,false,Procyon lotor,Common Raccoon
83019970,c8f4190d-a74b-47aa-9165-9653bb01bea2,Mon Jun 14 2021 09:58:22 GMT -0700 (PDT),2021-06-14,2021-06-14 16:58:22 UTC,Pacific Time (US & Canada),,2021-06-14 16:58:43 UTC,2023-11-29 17:55:10 UTC,34.4455490112,-119.2910461426,,,false,Procyon lotor,Common Raccoon
83240330,1f5b6778-da2f-4002-9550-1dedbf4abf56,Sat Apr 10 2021 05:08:00 GMT-0700 (PDT),2021-04-10,2021-04-10 12:08:00 UTC,Pacific Time (US & Canada),"",2021-06-16 09:46:02 UTC,2024-04-24 20:05:39 UTC,34.4570394366,-118.9044174188,,,false,Procyon lotor,Common Raccoon
84020885,46e699fe-3bcf-4d28-b734-3fec5a028ef3,2021-06-21 20:17:47,2021-06-21,2021-06-22 03:17:47 UTC,Pacific Time (US & Canada),,2021-06-22 04:04:13 UTC,2021-06-22 04:43:04 UTC,34.2694474,-118.781482,,,false,Lynx rufus,Bobcat
86714066,8ced7088-1630-459b-9ab6-26588f644de5,Sat Jul 10 2021 08:57:07 GMT-0700 (PDT),2021-07-10,2021-07-10 15:57:07 UTC,Pacific Time (US & Canada),Debbie A Parisi,2021-07-12 14:11:38 UTC,2024-04-26 02:03:17 UTC,34.2437762957,-119.192405237,,,false,Procyon lotor,Common Raccoon
86714467,4974a47b-5782-43de-b77a-afb41df1e61c,Sat Jul 10 2021 09:49:57 GMT-0700 (PDT),2021-07-10,2021-07-10 16:49:57 UTC,Pacific Time (US & Canada),Debbie A Parisi,2021-07-12 14:15:02 UTC,2021-09-04 13:33:54 UTC,34.2431618967,-119.1915926362,,,false,Procyon lotor,Common Raccoon
86765790,cc80a2dd-de4a-4de3-a112-43419a50e356,2021/07/05 1:46 AM PDT,2021-07-05,2021-07-05 08:46:00 UTC,Pacific Time (US & Canada),Greg Froelich,2021-07-12 20:13:28 UTC,2024-04-24 20:08:19 UTC,34.3541659,-119.0592705,,,false,Procyon lotor,Common Raccoon
88094327,f233c4b8-fc2f-407a-9ab1-b9cb398dd3cd,2021-07-21 07:43:08,2021-07-21,2021-07-21 14:43:08 UTC,Pacific Time (US & Canada),Greg Froelich,2021-07-22 07:12:07 UTC,2021-07-23 18:16:20 UTC,34.2654052193,-119.0457494482,,,true,Procyon lotor,Common Raccoon
89333276,e32385ff-2ca8-46c9-9cc2-b22a988d9fb7,Sat Jul 31 2021 06:52:33 GMT-0700 (PDT),2021-07-31,2021-07-31 13:52:33 UTC,Pacific Time (US & Canada),Debbie A Parisi,2021-07-31 15:44:44 UTC,2021-09-04 14:57:29 UTC,34.45668,-119.1314861667,,,false,Procyon lotor,Common Raccoon
90629189,2e00ddda-a0c2-49c0-84de-ba7f313979ea,Mon Aug 09 2021 20:00:08 GMT-0700 (PDT),2021-08-09,2021-08-10 03:00:08 UTC,Pacific Time (US & Canada),Ian Nicholson,2021-08-10 07:03:24 UTC,2024-04-24 20:11:23 UTC,34.28687,-119.26777,,,false,Procyon lotor,Common Raccoon
91562224,f45c8a2d-764c-41f2-b585-f9a3372c0550,2021/08/17 7:28 AM PDT,2021-08-17,2021-08-17 14:28:00 UTC,Pacific Time (US & Canada),Zack Abbey,2021-08-17 19:24:48 UTC,2024-04-24 20:12:26 UTC,34.2780565653,-118.8029596168,,,false,Procyon lotor,Common Raccoon
93819381,979e066b-2a35-4fa5-b508-d9d113894315,Mon Aug 30 2021 10:35:44 GMT-0700 (PDT),2021-08-30,2021-08-30 17:35:44 UTC,Pacific Time (US & Canada),Debbie A Parisi,2021-09-06 03:53:25 UTC,2021-09-06 17:13:03 UTC,34.2393216667,-119.2625416667,,,false,Procyon lotor,Common Raccoon
94362557,680cf6ac-52ad-45ce-9155-2f5266485d21,2021/09/10 20:50 Pac DST,2021-09-10,2021-09-11 03:50:00 UTC,Pacific Time (US & Canada),Pat Farris,2021-09-10 20:10:20 UTC,2026-02-19 10:03:39 UTC,34.2148459537,-118.8767465061,,,false,Procyon lotor,Common Raccoon
96721403,795bb38d-2459-4021-8580-1c863a34c196,Wed Sep 29 2021 20:41:45 GMT-0700 (PDT),2021-09-29,2021-09-30 03:41:45 UTC,Pacific Time (US & Canada),,2021-09-30 20:31:11 UTC,2024-05-17 14:31:14 UTC,34.2766416667,-118.70378,,,false,Procyon lotor,Common Raccoon
97218559,a6fbdbd6-ad0f-49ba-83da-26f5b07469b1,2021/08/24 8:21 PM PDT,2021-08-24,2021-08-25 03:21:00 UTC,Pacific Time (US & Canada),Chase Anderson,2021-10-05 04:52:27 UTC,2024-04-24 20:20:25 UTC,34.1909139,-118.934123,,,false,Procyon lotor,Common Raccoon
97672813,4fabb368-3830-440a-a891-a1db9b0d782e,Fri Oct 08 2021 04:54:00 GMT-0700 (PDT),2021-10-08,2021-10-08 11:54:00 UTC,Pacific Time (US & Canada),,2021-10-09 18:03:35 UTC,2021-10-24 01:03:12 UTC,34.29993415,-119.20684855,,,false,Procyon lotor,Common Raccoon
97737352,b4eaa2af-b61f-4285-b96d-1273480f6081,Sat Oct 09 2021 08:26:04 GMT-0700 (PDT),2021-10-09,2021-10-09 15:26:04 UTC,Pacific Time (US & Canada),Debbie A Parisi,2021-10-10 05:05:48 UTC,2024-04-26 01:55:48 UTC,34.2453283333,-119.19175,,,false,Procyon lotor,Common Raccoon
98055816,400e5a9d-15fa-4ab9-ba05-9fcd1064ea70,Sat Oct 09 2021 09:59:01 GMT-0700 (PDT),2021-10-09,2021-10-09 16:59:01 UTC,Pacific Time (US & Canada),Debbie A Parisi,2021-10-12 23:14:25 UTC,2024-04-26 01:55:40 UTC,34.24247,-119.1901166667,,,false,Procyon lotor,Common Raccoon
99170508,f784e272-0b37-467a-a650-8d09b77e8728,2018/07/03 9:19 AM PDT,2018-07-03,2018-07-03 16:19:00 UTC,Pacific Time (US & Canada),Adam J. Searcy,2021-10-24 03:28:30 UTC,2026-03-22 03:15:32 UTC,34.3638333333,-118.9904166667,,,false,Procyon lotor,Common Raccoon
99420260,236f568f-edde-43fe-a9ea-0a30eb432f07,2018/07/18 7:01 AM PDT,2018-07-18,2018-07-18 14:01:00 UTC,Pacific Time (US & Canada),Adam J. Searcy,2021-10-26 03:18:01 UTC,2023-05-24 23:08:45 UTC,34.3553083333,-119.0061555556,,,false,Procyon lotor,Common Raccoon
99761771,8e578f79-6524-434c-8e87-046a106b516c,Fri Oct 29 2021 21:17:43 GMT-0700 (PDT),2021-10-29,2021-10-30 04:17:43 UTC,Pacific Time (US & Canada),Megan Vickers,2021-10-30 04:18:33 UTC,2024-04-24 20:22:25 UTC,34.2656555639,-118.7372995003,,,false,Procyon lotor,Common Raccoon
100469207,d2ee26b8-e529-4fc4-bce5-47039b8b4724,Sat Nov 06 2021 15:15:55 GMT-0700 (PDT),2021-11-06,2021-11-06 22:15:55 UTC,Pacific Time (US & Canada),,2021-11-07 06:03:23 UTC,2024-04-26 01:54:40 UTC,34.5039141699,-119.3076013889,,,false,Procyon lotor,Common Raccoon
100570854,52c29629-7c7f-47eb-b87b-d3e8f6afe2f9,2021-11-07 21:12:05,2021-11-07,2021-11-08 05:12:05 UTC,Pacific Time (US & Canada),Clara Mc,2021-11-08 05:14:24 UTC,2024-04-24 20:24:51 UTC,34.22259198,-119.05928602,,,false,Procyon lotor,Common Raccoon
101034201,c3bc35fe-9039-4659-9098-f54e0d5fecbd,Thu Nov 11 2021 07:37:34 GMT-0800 (PST),2021-11-11,2021-11-11 07:37:34 UTC,UTC,,2021-11-13 21:05:17 UTC,2024-04-24 20:24:16 UTC,34.205025,-118.8287366667,,,false,Procyon lotor,Common Raccoon
101479230,577b4be2-a7f1-4e4d-ba40-f50ccb6b27fa,Mon Nov 15 2021 10:54:31 GMT-0800 (PST),2021-11-15,2021-11-15 18:54:31 UTC,Pacific Time (US & Canada),Debbie A Parisi,2021-11-19 18:25:33 UTC,2024-04-26 01:49:50 UTC,34.2360033333,-119.2648916667,,,false,Procyon lotor,Common Raccoon
101479276,31d51bab-0f4a-4e30-b621-ee9e6435215d,Mon Nov 15 2021 10:51:57 GMT-0800 (PST),2021-11-15,2021-11-15 18:51:57 UTC,Pacific Time (US & Canada),Debbie A Parisi,2021-11-19 18:26:46 UTC,2024-04-26 01:49:48 UTC,34.236155,-119.26487,,,false,Procyon lotor,Common Raccoon
101785366,c7521194-7cca-4625-a138-0162020124f9,Sat Nov 20 2021 15:56:32 GMT-0800 (PST),2021-11-20,2021-11-20 23:56:32 UTC,Pacific Time (US & Canada),,2021-11-23 21:50:26 UTC,2024-04-24 20:26:29 UTC,34.27612,-118.855255,,,false,Procyon lotor,Common Raccoon
101810737,824ecac8-130d-4867-a535-a4e5042d9d6d,Mon Nov 22 2021 10:58:41 GMT-0800 (PST),2021-11-22,2021-11-22 18:58:41 UTC,Pacific Time (US & Canada),Debbie A Parisi,2021-11-24 05:22:42 UTC,2024-04-26 01:49:40 UTC,34.2368383333,-119.2596883333,,,false,Procyon lotor,Common Raccoon
102562268,25b82461-06e7-4feb-aa4f-0e2a123822c5,2021/11/29 8:17 PM PST,2021-11-29,2021-11-30 04:17:00 UTC,Pacific Time (US & Canada),Greg Froelich,2021-12-05 21:57:09 UTC,2024-04-24 20:28:59 UTC,34.430497237,-119.0903248246,,,false,Procyon lotor,Common Raccoon
102562270,2c643ee7-b31c-4a74-863e-1a76664697fd,2021/11/29 6:38 AM PST,2021-11-29,2021-11-29 14:38:00 UTC,Pacific Time (US & Canada),Greg Froelich,2021-12-05 21:57:10 UTC,2024-04-24 20:29:00 UTC,34.4305326341,-119.0903033669,,,false,Procyon lotor,Common Raccoon
102859641,cae1ed92-25e6-4847-a584-8d1c28802bd6,2021/11/09 7:08 PM PST,2021-11-09,2021-11-10 03:08:00 UTC,Pacific Time (US & Canada),,2021-12-11 08:09:12 UTC,2024-04-24 20:30:05 UTC,34.285558,-118.8820414,,,false,Procyon lotor,Common Raccoon
103047308,642aca8c-5d8f-4a03-9a77-f789bfdd76cd,2021/12/11 12:37 PM PST,2021-12-11,2021-12-11 20:37:00 UTC,Pacific Time (US & Canada),Andrea Kreuzhage,2021-12-14 14:53:06 UTC,2024-04-26 14:58:07 UTC,34.3696888889,-119.3123777778,,,false,Mephitis mephitis,Striped Skunk
103047333,38a44cde-8942-4c59-a3c9-4a9cf433e87c,2021/12/11 12:39 PM PST,2021-12-11,2021-12-11 20:39:00 UTC,Pacific Time (US & Canada),Andrea Kreuzhage,2021-12-14 14:53:57 UTC,2024-04-24 20:30:43 UTC,34.3696777778,-119.3124,,,false,Procyon lotor,Common Raccoon
103274170,3a7db3cf-fb2a-40e3-9253-8f979d5164d4,2021-12-18 07:10:24,2021-12-18,2021-12-18 15:10:24 UTC,Pacific Time (US & Canada),Jess,2021-12-18 22:23:04 UTC,2022-03-30 04:07:49 UTC,34.2999333333,-119.1992166667,,,false,Procyon lotor,Common Raccoon
103274234,4a638e8f-e246-4bb3-8840-827994fd95d9,2021-12-18 08:20:26,2021-12-18,2021-12-18 16:20:26 UTC,Pacific Time (US & Canada),Jess,2021-12-18 22:24:27 UTC,2021-12-19 05:18:33 UTC,34.3060833333,-119.1992722222,,,false,Procyon lotor,Common Raccoon
103722189,d8294cf4-ca0f-4be3-9818-b7f315542f86,Sun Dec 26 2021 15:28:17 GMT-0800 (PST),2021-12-26,2021-12-26 23:28:17 UTC,Pacific Time (US & Canada),Debbie A Parisi,2021-12-27 00:23:23 UTC,2024-04-26 01:48:43 UTC,34.4405176385,-119.1342326048,,,false,Procyon lotor,Common Raccoon
104748352,9baf8f96-8afb-4b23-a0bc-00df03f79bad,Mon Jan 10 2022 10:48:56 GMT-0800 (PST),2022-01-10,2022-01-10 18:48:56 UTC,Pacific Time (US & Canada),Debbie A Parisi,2022-01-11 06:46:28 UTC,2022-01-11 07:10:27 UTC,34.3484283333,-119.051575,,,false,Procyon lotor,Common Raccoon
104770295,c6882c75-a544-4f54-992d-2883c485d452,Mon Jan 10 2022 11:23:58 GMT-0800 (PST),2022-01-10,2022-01-10 19:23:58 UTC,Pacific Time (US & Canada),Debbie A Parisi,2022-01-11 18:21:33 UTC,2022-01-11 23:01:04 UTC,34.3489033333,-119.0490805,,,false,Procyon lotor,Common Raccoon
104770324,3d5fb40e-a534-41a4-9489-af3dbd80f0a9,Mon Jan 10 2022 11:27:16 GMT-0800 (PST),2022-01-10,2022-01-10 19:27:16 UTC,Pacific Time (US & Canada),Debbie A Parisi,2022-01-11 18:22:14 UTC,2022-01-11 23:01:08 UTC,34.34883,-119.049225,,,false,Procyon lotor,Common Raccoon
104930415,781b46b3-8aea-465b-bb1b-10d4629b795c,2022-01-14 10:39:27,2022-01-14,2022-01-14 18:39:27 UTC,Pacific Time (US & Canada),Kyle Gunther,2022-01-14 19:57:55 UTC,2022-01-15 06:46:59 UTC,34.2660192095,-119.2954652281,,,true,Procyon lotor,Common Raccoon
105160230,93a23ff0-17d6-4890-9617-c048673f9039,Mon Jan 03 2022 10:29:28 GMT-0800 (PST),2022-01-03,2022-01-03 18:29:28 UTC,Pacific Time (US & Canada),Debbie A Parisi,2022-01-18 16:27:26 UTC,2022-01-18 23:53:55 UTC,34.239175,-119.2630533333,,,false,Procyon lotor,Common Raccoon
