duration,start_station,end_station,plan_duration,st_year,st_month,st_day,st_hour,st_minute,end_year,end_month,end_day,end_hour,end_minute,bike_electric,pass_daypass,pass_indego30,pass_indego365,pass_walkup,trip_oneway,day_of_week,is_weekend,st_hr_sin,st_hr_cos,st_day_sin,st_day_cos,st_yr_sin,st_yr_cos,in_deg_start,out_deg_start,betweenness_start,closeness_start,pagerank_start,in_deg_end,out_deg_end,betweenness_end,closeness_end,pagerank_end,st_name,st_lat,st_lon,end_name,end_lat,end_lon,dist_km,avg_wind,precip,snow,snow_ground,max_temp,min_temp
7,3086,3170,30,2020,10,13,8,16,2020,10,13,8,23,0,0,1,0,0,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004,0.056962025316455694,0.08227848101265822,0.005386590574988123,0.39854641044899153,0.002930149186550121,0.05379746835443038,0.04746835443037974,0.0019295259168113231,0.3846306838271692,0.0025679622244306416,Broad & Christian,39.94019,-75.16691,,,,,10.07,0.01,0.0,0.0,65,55
12,3032,3204,30,2025,12,11,14,14,2025,12,11,14,26,1,0,1,0,0,1,3,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004,0.16772151898734178,0.1550632911392405,0.012214966557181977,0.457467723621683,0.009400800842337884,0.09177215189873418,0.08544303797468354,0.005438739816348289,0.42303466915553484,0.0053770868118126714,23rd & South,39.94527,-75.17971,17th & Green,39.96437,-75.16582,2.4315282263471296,16.78,0.0,0.0,0.0,41,29
5,3065,3039,30,2021,6,25,18,36,2021,6,25,18,41,0,0,1,0,0,1,4,0,-1.0,-1.8369701987210292e-16,-0.4338837391175575,-0.9009688679024194,3.6739403974420594e-16,-1.0,0.022151898734177215,0.028481012658227847,0.0005290947909826804,0.33140261085469697,0.0014590971638402304,0.056962025316455694,0.04746835443037974,0.00636823640048256,0.38897679324894513,0.003656276134928919,Girard & Hutchinson,39.9707,-75.15171,Broad & Girard,39.97157,-75.15993,0.707126166482902,5.37,0.0,0.0,0.0,81,58
20,3018,3000,1,2020,3,14,2,39,2020,3,14,2,59,0,1,0,0,0,1,5,1,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001,0.1518987341772152,0.10126582278481013,0.010596330246996707,0.44999276081740713,0.00897629747098617,0.22468354430379747,0.0,0.0,0.4958124423859523,0.012780902074867902,12th & Filbert,39.95273,-75.15979,Virtual Station,,,,11.41,0.0,0.0,0.0,58,43
12,3028,3032,365,2024,8,27,17,23,2024,8,27,17,35,1,0,0,1,0,1,1,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388,0.1550632911392405,0.18670886075949367,0.025304648069234558,0.45072924651432594,0.010101805333423607,0.16772151898734178,0.1550632911392405,0.012214966557181977,0.457467723621683,0.009400800842337884,4th & Bainbridge,39.94061,-75.14958,23rd & South,39.94527,-75.17971,2.620368333226598,5.14,0.0,0.0,0.0,90,68
29,3112,3046,30,2023,3,9,9,21,2023,3,9,9,50,1,0,1,0,0,1,3,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210292e-16,0.05063291139240506,0.04113924050632911,0.013199408176770384,0.3751983237333149,0.003253599865617833,0.11075949367088607,0.12658227848101267,0.008438695989508705,0.42499316299421785,0.006467537223653641,48th & Spruce,39.95373,-75.21825,,,,,13.2,0.0,0.0,0.0,52,32
8,3161,3078,30,2022,1,2,8,59,2022,1,2,9,7,0,0,1,0,0,1,6,1,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004,0.11075949367088607,0.14873417721518986,0.013198171132707825,0.428297930980176,0.00622514950757224,0.11392405063291139,0.10759493670886076,0.011394561885637323,0.4316544978373874,0.005886353619475592,30th Street Station East,39.95486,-75.18091,19th & Market,39.95355,-75.17192,0.7800059664161131,10.51,0.07,0.0,0.0,63,39
16,3156,3383,365,2025,4,23,14,43,2025,4,23,14,59,1,0,0,1,0,1,2,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004,0.11392405063291139,0.09177215189873418,0.0090522041523103,0.4449039896934623,0.005990414180533822,0.028481012658227847,0.03164556962025317,0.0008271755851405594,0.35261916724744324,0.0020915810946032583,20th & Market,39.95381,-75.17407,"3rd & Wildey, Liberty Lands Park",39.96634,-75.14222,3.0512513811111672,8.05,0.0,0.0,0.0,77,54
11,3052,3046,1,2023,6,16,3,25,2023,6,16,3,36,1,1,0,0,0,1,4,0,0.7071067811865476,0.7071067811865476,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,0.14556962025316456,0.17721518987341772,0.014709583744220257,0.4463461420101347,0.00891641927471889,0.11075949367088607,0.12658227848101267,0.008438695989508705,0.42499316299421785,0.006467537223653641,9th & Locust,39.94732,-75.15695,,,,,4.7,1.04,0.0,0.0,73,61
8,3050,3101,30,2023,7,12,15,25,2023,7,12,15,33,1,0,1,0,0,1,2,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15,0.056962025316455694,0.056962025316455694,0.002075935518074276,0.3934222423146474,0.0028411299973579523,0.16455696202531644,0.13291139240506328,0.013794964578540032,0.45220947392488203,0.010133316716254991,,,,11th & South,39.94295,-75.15955,,6.04,0.0,0.0,0.0,91,71
14,3345,3321,30,2025,4,14,8,8,2025,4,14,8,22,1,0,1,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004,0.03164556962025317,0.06329113924050633,0.0028912717889435476,0.35443445253571837,0.002387265951876322,0.04430379746835443,0.03164556962025317,0.0018379754981235005,0.3751983237333149,0.002441896450918548,5th & Spring Garden,39.9617,-75.14667,20th & Cuthbert,39.95485,-75.17298,2.3682899786659917,4.25,0.0,0.0,0.0,70,44
26,3167,3108,30,2021,1,31,11,20,2021,1,31,11,46,0,0,1,0,0,1,6,1,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384,0.10126582278481013,0.10443037974683544,0.006784010686121301,0.42630893130070147,0.005459101896359806,0.07278481012658228,0.06645569620253164,0.004547390153278383,0.4116525704338612,0.0038863949094556137,,,,,,,,9.62,0.19,3.0,0.0,31,25
9,3100,3052,30,2023,10,26,6,33,2023,10,26,6,42,1,0,1,0,0,1,3,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.13924050632911392,0.11708860759493671,0.0179144085027013,0.4296342739785541,0.01046312798753414,0.14556962025316456,0.17721518987341772,0.014709583744220257,0.4463461420101347,0.00891641927471889,Moyamensing & Tasker,39.92777,-75.15103,9th & Locust,39.94732,-75.15695,2.2316857392257754,3.8,0.0,0.0,0.0,80,51
11,3170,3195,30,2020,2,13,8,52,2020,2,13,9,3,0,0,1,0,0,1,3,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004,0.05379746835443038,0.04746835443037974,0.0019295259168113231,0.3846306838271692,0.0025679622244306416,0.006329113924050633,0.0031645569620253164,2.9839643311614377e-06,0.29173259493670883,0.0007603219157342085,,,,,,,,7.16,0.22,0.0,0.0,48,36
2,3341,3327,365,2025,3,17,18,49,2025,3,17,18,51,1,0,0,1,0,1,0,0,-1.0,-1.8369701987210292e-16,-0.4338837391175575,-0.9009688679024194,3.6739403974420594e-16,-1.0,0.03164556962025317,0.03164556962025317,0.0022417092230671816,0.34993083814517556,0.0020489000416215536,0.015822784810126583,0.0,0.0,0.32581177765547603,0.001360313862291234,York & Trenton,39.98131,-75.12732,York & Gaul,39.97759,-75.12442,0.4818290696420534,14.99,0.89,0.0,0.0,62,36
10,3008,3166,30,2021,1,13,16,45,2021,1,13,16,55,0,0,1,0,0,1,2,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992,0.05379746835443038,0.0379746835443038,0.003584094154867401,0.3571926973025333,0.003802525604396237,0.08227848101265822,0.05063291139240506,0.0075937939238680625,0.4043987806464804,0.005181572007254702,Temple University Station,39.98081,-75.15067,Frankford & Belgrade,39.97195,-75.13445,1.697291435100517,5.59,0.0,0.0,0.0,46,28
16,3053,3045,30,2022,6,28,9,37,2022,6,28,9,53,0,0,1,0,0,1,1,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210292e-16,0.09177215189873418,0.09177215189873418,0.008478878809090238,0.4092058983956213,0.0052017497069960315,0.11075949367088607,0.0759493670886076,0.005247933933209887,0.43030557753164556,0.005797179252708592,Point Breeze & Tasker,39.93231,-75.18154,,,,,8.05,0.0,0.0,0.0,81,66
14,3037,3005,30,2021,9,16,14,7,2021,9,16,14,21,0,0,1,0,0,1,3,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004,0.11708860759493671,0.13291139240506328,0.018882651095998206,0.43575248357634994,0.0071824727322832935,0.060126582278481014,0.08227848101265822,0.00541533512673626,0.383559289164698,0.0033169198236807675,Pennsylvania Convention Center,39.95424,-75.16138,"Welcome Park, NPS",39.94733,-75.14403,1.6666259484190147,9.4,0.0,0.0,0.0,81,71
21,3056,3021,365,2021,5,17,15,49,2021,5,17,16,10,0,0,0,1,0,1,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15,0.060126582278481014,0.04430379746835443,0.004200146837181442,0.40145126766800754,0.003257656638048307,0.10126582278481013,0.12974683544303797,0.024911613773329764,0.4316544978373874,0.007084757006065566,Broad & Oxford,39.97669,-75.15813,18th & JFK,39.9539,-75.16902,2.6987343892009314,5.14,0.0,0.0,0.0,76,52
10,3197,3066,30,2020,8,26,22,36,2020,8,26,22,46,1,0,1,0,0,1,2,0,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991,0.03481012658227848,0.06645569620253164,0.0030887966568004604,0.36427985399504387,0.002302675009915155,0.14556962025316456,0.14556962025316456,0.015047935056206956,0.45072924651432594,0.008075355559572124,Broad & Ritner,39.92083,-75.17033,19th & Lombard,39.94561,-75.17348,2.7684690816884987,9.17,0.0,0.0,0.0,83,67
8,3159,3022,30,2025,11,18,19,25,2025,11,18,19,33,0,0,1,0,0,1,1,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392,0.08544303797468354,0.07278481012658228,0.00465623701215224,0.3979704763298456,0.00551476276965926,0.18987341772151897,0.14556962025316456,0.025021295370292247,0.4551992886285176,0.01133969313949494,38th & Spruce,39.95121,-75.19962,Amtrak 30th Street Station,39.95472,-75.18323,1.4505591457364098,8.95,0.0,0.0,0.0,49,35
20,3395,3031,365,2025,9,30,8,3,2025,9,30,8,23,0,0,0,1,0,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004,0.0031645569620253164,0.0189873417721519,5.955463574474941e-05,0.2886746012790914,0.0006449224870031222,0.04746835443037974,0.07278481012658228,0.006804431592084129,0.36093783698591503,0.0029420418095354797,12th & Carpenter,39.93866,-75.16351,13th & Montgomery,39.98005,-75.15522,4.656278833333709,6.71,0.0,0.0,0.0,83,67
13,3006,3182,30,2025,5,8,12,17,2025,5,8,12,30,1,0,1,0,0,1,3,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0,0.08227848101265822,0.0981012658227848,0.0072638567195225535,0.3991240139423959,0.0052304939925045,0.10443037974683544,0.10443037974683544,0.00568414778808999,0.43575248357634994,0.005167045866355344,40th & Spruce,39.9522,-75.20311,,,,,7.38,0.0,0.0,0.0,81,59
9,3035,3006,365,2024,5,26,20,19,2024,5,26,20,28,1,0,0,1,0,1,6,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998,0.08227848101265822,0.07278481012658228,0.010322408260900149,0.4191713388436121,0.005100613611442114,0.08227848101265822,0.0981012658227848,0.0072638567195225535,0.3991240139423959,0.0052304939925045,Dornsife Center,39.96271,-75.19419,40th & Spruce,39.9522,-75.20311,1.394198850321832,4.47,0.0,0.0,0.0,88,68
21,3013,3013,30,2020,6,13,18,47,2020,6,13,19,8,1,0,1,0,0,0,5,1,-1.0,-1.8369701987210292e-16,-0.4338837391175575,-0.9009688679024194,3.6739403974420594e-16,-1.0,0.028481012658227847,0.022151898734177215,0.0004523219763743247,0.36236259160559625,0.0020890160136352695,0.028481012658227847,0.022151898734177215,0.0004523219763743247,0.36236259160559625,0.0020890160136352695,,,,,,,,10.51,0.0,0.0,0.0,76,62
4,3163,3163,30,2022,3,2,14,35,2022,3,2,14,39,0,0,1,0,0,0,2,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004,0.14240506329113925,0.14556962025316456,0.016373377894817985,0.4463461420101347,0.008605294530108231,0.14240506329113925,0.14556962025316456,0.016373377894817985,0.4463461420101347,0.008605294530108231,25th & Locust,39.94974,-75.18097,25th & Locust,39.94974,-75.18097,0.0,7.38,0.0,0.0,0.0,58,40
49,3278,3278,30,2025,4,23,14,7,2025,4,23,14,56,1,0,1,0,0,0,2,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004,0.0031645569620253164,0.00949367088607595,0.0,0.0,0.0007507107260958185,0.0031645569620253164,0.00949367088607595,0.0,0.0,0.0007507107260958185,22nd & Sedgley,39.99301,-75.1681,22nd & Sedgley,39.99301,-75.1681,0.0,8.05,0.0,0.0,0.0,77,54
10,3009,3078,30,2020,10,11,13,40,2020,10,11,13,50,0,0,1,0,0,1,6,1,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386,0.10443037974683544,0.09493670886075949,0.0177703129190369,0.42433831990794013,0.007860878773064742,0.11392405063291139,0.10759493670886076,0.011394561885637323,0.4316544978373874,0.005886353619475592,33rd & Market,39.95576,-75.18982,19th & Market,39.95355,-75.17192,1.5454018636978124,8.72,0.09,0.0,0.0,69,59
37,3381,3265,365,2025,5,31,17,34,2025,5,31,18,11,0,0,0,1,0,1,5,1,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388,0.0189873417721519,0.006329113924050633,0.00015066458410234817,0.33021051513219807,0.0014529226386550812,0.04113924050632911,0.04430379746835443,0.0030869780731485738,0.3772542049592509,0.0031555587915603647,48th & Baltimore,39.94845,-75.21807,Powelton & Lancaster,39.95957,-75.19633,2.2277237051767007,15.43,0.06,0.0,0.0,75,55
14,3021,3013,30,2021,9,29,18,24,2021,9,29,18,38,0,0,1,0,0,1,2,0,-1.0,-1.8369701987210292e-16,-0.4338837391175575,-0.9009688679024194,3.6739403974420594e-16,-1.0,0.10126582278481013,0.12974683544303797,0.024911613773329764,0.4316544978373874,0.007084757006065566,0.028481012658227847,0.022151898734177215,0.0004523219763743247,0.36236259160559625,0.0020890160136352695,18th & JFK,39.9539,-75.16902,,,,,9.17,0.0,0.0,0.0,70,54
56,3117,3117,30,2025,6,29,19,14,2025,6,29,20,10,1,0,1,0,0,0,6,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392,0.0189873417721519,0.0189873417721519,0.005821060171167515,0.32361406535869935,0.002668783882483827,0.0189873417721519,0.0189873417721519,0.005821060171167515,0.32361406535869935,0.002668783882483827,ParkWest Town Center,39.97841,-75.22399,ParkWest Town Center,39.97841,-75.22399,0.0,5.14,0.0,0.0,0.0,93,76
32,3052,3169,30,2020,5,21,9,26,2020,5,21,9,58,1,0,1,0,0,1,3,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210292e-16,0.14556962025316456,0.17721518987341772,0.014709583744220257,0.4463461420101347,0.00891641927471889,0.10126582278481013,0.10126582278481013,0.010807317531897375,0.4104255881076798,0.005225845919042452,9th & Locust,39.94732,-75.15695,2nd & Race,39.95382,-75.14263,1.4185951871755538,7.61,0.0,0.0,0.0,75,45
18,3010,3100,365,2023,8,27,12,42,2023,8,27,13,0,0,0,0,1,0,1,6,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0,0.1930379746835443,0.20569620253164556,0.02909026878757735,0.4748199476211261,0.012977790839083578,0.13924050632911392,0.11708860759493671,0.0179144085027013,0.4296342739785541,0.01046312798753414,15th & Spruce,39.94711,-75.16618,Moyamensing & Tasker,39.92777,-75.15103,2.508602109283846,5.14,0.0,0.0,0.0,88,69
11,3052,3061,365,2025,7,21,17,3,2025,7,21,17,14,0,0,0,1,0,1,0,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388,0.14556962025316456,0.17721518987341772,0.014709583744220257,0.4463461420101347,0.00891641927471889,0.14556962025316456,0.14873417721518986,0.017704778507158594,0.44707072990300833,0.008628831811203252,9th & Locust,39.94732,-75.15695,,,,,8.72,0.0,0.0,0.0,89,73
9,3058,3120,30,2022,7,6,21,50,2022,7,6,21,59,0,0,1,0,0,1,2,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16,0.09493670886075949,0.12341772151898733,0.014400267409022647,0.4210941431502342,0.005750842106478506,0.08227848101265822,0.06645569620253164,0.008820994424913145,0.4073898958879485,0.005305070390193379,,,,31st & Girard,39.97522,-75.18669,,8.05,0.01,0.0,0.0,90,75
18,3056,3028,30,2020,4,22,7,19,2020,4,22,7,37,1,0,1,0,0,1,2,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,0.060126582278481014,0.04430379746835443,0.004200146837181442,0.40145126766800754,0.003257656638048307,0.1550632911392405,0.18670886075949367,0.025304648069234558,0.45072924651432594,0.010101805333423607,Broad & Oxford,39.97669,-75.15813,4th & Bainbridge,39.94061,-75.14958,4.077560037712497,15.66,0.0,0.0,0.0,54,35
3,3297,3204,30,2023,4,14,18,3,2023,4,14,18,6,1,0,1,0,0,1,4,0,-1.0,-1.8369701987210292e-16,-0.4338837391175575,-0.9009688679024194,3.6739403974420594e-16,-1.0,0.03481012658227848,0.028481012658227847,0.0020044316819129355,0.3633186934304131,0.0020765270493659964,0.09177215189873418,0.08544303797468354,0.005438739816348289,0.42303466915553484,0.0053770868118126714,18th & Vine,39.95821,-75.16901,17th & Green,39.96437,-75.16582,0.736946005711825,8.05,0.0,0.0,0.0,84,57
46,3125,3125,1,2020,7,25,2,3,2020,7,25,2,49,0,1,0,0,0,0,5,1,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001,0.11392405063291139,0.12341772151898733,0.013053138074799015,0.4296342739785541,0.007158505679690604,0.11392405063291139,0.12341772151898733,0.013053138074799015,0.4296342739785541,0.007158505679690604,15th & South,39.94391,-75.16735,15th & South,39.94391,-75.16735,0.0,5.14,0.0,0.0,0.0,89,72
25,3056,3291,30,2025,11,3,10,20,2025,11,3,10,45,0,0,1,0,0,1,0,0,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001,0.060126582278481014,0.04430379746835443,0.004200146837181442,0.40145126766800754,0.003257656638048307,0.015822784810126583,0.00949367088607595,0.0001293932107083319,0.33021051513219807,0.0015425205560420094,Broad & Oxford,39.97669,-75.15813,Ridge & Heritage,40.01022,-75.197,4.986506367714318,5.59,0.0,0.0,0.0,59,45
13,3028,3059,30,2023,10,6,7,55,2023,10,6,8,8,1,0,1,0,0,1,4,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,0.1550632911392405,0.18670886075949367,0.025304648069234558,0.45072924651432594,0.010101805333423607,0.11708860759493671,0.14873417721518986,0.02303578081160829,0.4323321344117004,0.0066010551554509375,4th & Bainbridge,39.94061,-75.14958,"Spring Garden Station, BSL",39.96244,-75.16121,2.6220168832738,4.03,0.0,0.0,0.0,80,66
26,3028,3235,30,2022,6,16,17,3,2022,6,16,17,29,0,0,1,0,0,1,3,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388,0.1550632911392405,0.18670886075949367,0.025304648069234558,0.45072924651432594,0.010101805333423607,0.06962025316455696,0.0379746835443038,0.005542834744827068,0.40859876798257144,0.004585805476747604,4th & Bainbridge,39.94061,-75.14958,16th & Callowhill,39.96,-75.1651,2.52959625867317,8.5,0.24,0.0,0.0,78,66
53,3163,3014,30,2021,6,26,23,4,2021,6,26,23,57,1,0,1,0,0,1,5,1,-0.2588190451025215,0.965925826289068,0.9749279121818238,-0.2225209339563136,-0.5000000000000014,0.8660254037844378,0.14240506329113925,0.14556962025316456,0.016373377894817985,0.4463461420101347,0.008605294530108231,0.05379746835443038,0.02531645569620253,0.0008223510766872762,0.3934222423146474,0.0033367361346091974,25th & Locust,39.94974,-75.18097,"21st & Winter, Franklin Institute",39.95886,-75.17369,1.188885224520583,10.51,0.01,0.0,0.0,85,70
5,3116,3168,30,2020,8,18,17,45,2020,8,18,17,50,0,0,1,0,0,1,1,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388,0.10443037974683544,0.09493670886075949,0.008537678858261637,0.42499316299421785,0.005948412598191841,0.12658227848101267,0.12658227848101267,0.016198351672116956,0.44418640261331155,0.006556714645478426,Barnes Foundation,39.96006,-75.17198,,,,,3.8,0.0,0.0,0.0,84,67
19,3296,3025,30,2023,6,27,11,23,2023,6,27,11,42,0,0,1,0,0,1,1,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384,0.06329113924050633,0.08860759493670886,0.005441062846771859,0.39854641044899153,0.003808915021349196,0.08860759493670886,0.056962025316455694,0.002862110568106427,0.4153779330622219,0.004148550317826583,16th & Chestnut,39.95134,-75.16758,11th & Washington,39.93724,-75.1612,1.6595085351203167,6.04,1.07,0.0,0.0,84,66
4,3261,3169,365,2025,8,13,6,20,2025,8,13,6,24,1,0,0,1,0,1,2,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.05063291139240506,0.060126582278481014,0.006269021462153451,0.3772542049592509,0.0033560396552563556,0.10126582278481013,0.10126582278481013,0.010807317531897375,0.4104255881076798,0.005225845919042452,2nd & Brown,39.96304,-75.14099,2nd & Race,39.95382,-75.14263,1.0347023628362197,6.71,0.1,0.0,0.0,92,75
16,3038,3155,30,2020,2,11,18,12,2020,2,11,18,28,0,0,1,0,0,1,1,0,-1.0,-1.8369701987210292e-16,-0.4338837391175575,-0.9009688679024194,3.6739403974420594e-16,-1.0,0.08227848101265822,0.11392405063291139,0.008324614156132807,0.4043987806464804,0.00543657145325034,0.06962025316455696,0.11392405063291139,0.003392676678905216,0.39854641044899153,0.0037232034540751477,The Children's Hospital of Philadelphia (CHOP),39.94781,-75.19409,7th & Fitzwater,39.94018,-75.15442,3.486669007527224,6.26,0.43,0.0,0.0,51,45
13,3154,3155,365,2024,9,5,17,20,2024,9,5,17,33,1,0,0,1,0,1,3,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388,0.11075949367088607,0.12658227848101267,0.012631069172540041,0.4296342739785541,0.006095563439563387,0.06962025316455696,0.11392405063291139,0.003392676678905216,0.39854641044899153,0.0037232034540751477,12th & Callowhill,39.95924,-75.15821,7th & Fitzwater,39.94018,-75.15442,2.1438578348471324,6.26,0.0,0.0,0.0,81,57
17,3073,3097,1,2023,10,1,13,5,2023,10,1,13,22,1,1,0,0,0,1,6,1,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386,0.08544303797468354,0.0981012658227848,0.013602823040960858,0.4104255881076798,0.005310120547711891,0.04746835443037974,0.03164556962025317,0.008515019196555914,0.3681758952142422,0.0032041400305309743,9th & Spring Garden,39.96143,-75.15242,"Berks Station, MFL",39.97888,-75.13339,2.52880159234446,6.93,0.0,0.0,0.0,81,60
8,3318,3101,365,2023,11,27,16,30,2023,11,27,16,38,0,0,0,1,0,1,0,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992,0.08860759493670886,0.056962025316455694,0.004323358745402136,0.42630893130070147,0.004854222028766332,0.16455696202531644,0.13291139240506328,0.013794964578540032,0.45220947392488203,0.010133316716254991,City Hall South,39.95182,-75.16395,11th & South,39.94295,-75.15955,1.0552118481409787,12.75,0.0,0.0,0.0,51,34
4,3203,3244,365,2023,3,20,13,48,2023,3,20,13,52,0,0,0,1,0,1,0,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386,0.10126582278481013,0.07911392405063292,0.004535135363295893,0.4122688167967862,0.005853091739573519,0.08860759493670886,0.11075949367088607,0.010352493220124796,0.4122688167967862,0.004811916497619102,18th & Christian,39.94077,-75.17227,,,,,8.5,0.0,0.0,0.0,50,28
50,3160,3160,30,2020,5,6,12,56,2020,5,6,13,46,0,0,1,0,0,0,2,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0,0.060126582278481014,0.0759493670886076,0.0020377242196207984,0.38570808070063467,0.0032290146955430967,0.060126582278481014,0.0759493670886076,0.0020377242196207984,0.38570808070063467,0.0032290146955430967,38th & Market,39.95662,-75.19862,38th & Market,39.95662,-75.19862,0.0,7.61,0.09,0.0,0.0,54,45
43,3328,3057,1,2023,5,21,18,38,2023,5,21,19,21,0,1,0,0,0,1,6,1,-1.0,-1.8369701987210292e-16,-0.4338837391175575,-0.9009688679024194,3.6739403974420594e-16,-1.0,0.015822784810126583,0.022151898734177215,0.0007369014911489738,0.29804715326867226,0.0012523365755234552,0.14240506329113925,0.1518987341772152,0.024906231969889718,0.44418640261331155,0.010796786482702155,Kelly Drive Grandstand,39.98798,-75.1995,Philadelphia Museum of Art,39.96439,-75.17987,3.111016229933503,9.62,0.0,0.0,0.0,77,56
13,3067,3000,30,2021,9,22,9,45,2021,9,22,9,58,1,0,1,0,0,1,2,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210292e-16,0.02531645569620253,0.015822784810126583,0.0013487416109437954,0.36621751279288983,0.0017447523611194276,0.22468354430379747,0.0,0.0,0.4958124423859523,0.012780902074867902,"39th & Mt. Vernon, Mantua Haverford Community Center",39.96411,-75.19973,Virtual Station,,,,10.51,0.0,0.0,0.0,84,69
6,3125,3238,30,2025,7,13,15,53,2025,7,13,15,59,1,0,1,0,0,1,6,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15,0.11392405063291139,0.12341772151898733,0.013053138074799015,0.4296342739785541,0.007158505679690604,0.10759493670886076,0.08227848101265822,0.006100420954244622,0.42045125132863076,0.0062554507281361695,15th & South,39.94391,-75.16735,Aramingo & Cumberland,39.97674,-75.11995,5.444912088581264,5.14,0.0,0.0,0.0,92,75
