duration,start_station,end_station,plan_duration,st_year,st_month,st_day,st_hour,st_minute,end_year,end_month,end_day,end_hour,end_minute,bike_electric,pass_daypass,pass_indego30,pass_indego365,pass_walkup,trip_oneway,day_of_week,is_weekend,st_hr_sin,st_hr_cos,st_day_sin,st_day_cos,st_yr_sin,st_yr_cos
5,3185,3264,365,2025,8,17,7,18,2025,8,17,7,23,0,0,0,1,0,1,6,1,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
3,3203,3012,30,2020,10,4,13,53,2020,10,4,13,56,1,0,1,0,0,1,6,1,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
26,3028,3100,365,2026,1,1,20,15,2026,1,1,20,41,1,0,0,1,0,1,3,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
5,3226,3153,365,2023,8,31,11,28,2023,8,31,11,33,1,0,0,1,0,1,3,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
45,3064,3064,30,2020,6,19,12,35,2020,6,19,13,20,0,0,1,0,0,0,4,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
38,3202,3202,30,2022,6,28,18,13,2022,6,28,18,51,0,0,1,0,0,0,1,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
22,3071,3078,30,2023,3,5,18,13,2023,3,5,18,35,0,0,1,0,0,1,6,1,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
3,3101,3304,30,2023,11,12,16,39,2023,11,12,16,42,1,0,1,0,0,1,6,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
11,3050,3116,30,2022,11,17,17,32,2022,11,17,17,43,0,0,1,0,0,1,3,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
14,3026,3333,365,2024,9,4,8,2,2024,9,4,8,16,0,0,0,1,0,1,2,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
11,3035,3021,30,2022,9,12,15,18,2022,9,12,15,29,1,0,1,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
10,3005,3382,365,2026,2,20,18,8,2026,2,20,18,18,0,0,0,1,0,1,4,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
20,3207,3295,30,2026,1,14,16,38,2026,1,14,16,58,1,0,1,0,0,1,2,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
7,3028,3363,30,2025,3,27,22,17,2025,3,27,22,25,1,0,1,0,0,1,3,0,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991
14,3021,3104,30,2020,9,5,1,42,2020,9,5,1,55,1,0,1,0,0,1,5,1,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387
10,3066,3238,365,2023,6,5,9,39,2023,6,5,9,49,0,0,0,1,0,1,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210294e-16
10,3244,3018,30,2021,8,24,21,5,2021,8,24,21,15,0,0,1,0,0,1,1,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
10,3051,3009,30,2020,1,10,11,37,2020,1,10,11,47,1,0,1,0,0,1,4,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
13,3088,3033,365,2024,7,30,18,29,2024,7,30,18,42,1,0,0,1,0,1,1,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
2,3254,3245,365,2023,7,6,10,22,2023,7,6,10,24,1,0,0,1,0,1,3,0,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
9,3061,3012,365,2023,11,13,13,43,2023,11,13,13,53,0,0,0,1,0,1,0,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
14,3363,3047,30,2024,8,2,22,30,2024,8,2,22,44,1,0,1,0,0,1,4,0,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991
15,3161,3246,30,2024,10,5,2,21,2024,10,5,2,36,1,0,1,0,0,1,5,1,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001
12,3037,3169,30,2020,11,29,13,26,2020,11,29,13,38,0,0,1,0,0,1,6,1,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
21,3408,3250,365,2026,3,3,8,4,2026,3,3,8,25,1,0,0,1,0,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
5,3059,3286,30,2023,10,19,13,40,2023,10,19,13,45,1,0,1,0,0,1,3,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
18,3113,3032,365,2022,8,13,14,23,2022,8,13,14,41,0,0,0,1,0,1,5,1,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
54,3110,3110,1,2020,4,2,16,59,2020,4,2,17,53,0,1,0,0,0,0,3,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
19,3162,3047,30,2025,6,22,13,4,2025,6,22,13,23,0,0,1,0,0,1,6,1,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
8,3005,3400,1,2025,9,27,17,21,2025,9,27,17,29,1,1,0,0,0,1,5,1,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
13,3054,3059,30,2020,9,9,19,15,2020,9,9,19,28,1,0,1,0,0,1,2,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
5,3071,3212,30,2020,9,14,12,28,2020,9,14,12,33,0,0,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
14,3007,3157,30,2021,7,14,16,27,2021,7,14,16,41,0,0,1,0,0,1,2,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
9,3029,3119,30,2023,7,18,18,43,2023,7,18,18,52,0,0,1,0,0,1,1,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
9,3208,3024,30,2021,9,29,13,0,2021,9,29,13,9,0,0,1,0,0,1,2,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
15,3041,3185,30,2025,8,15,17,14,2025,8,15,17,29,1,0,1,0,0,1,4,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
18,3030,3166,30,2025,9,19,14,55,2025,9,19,15,13,1,0,1,0,0,1,4,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
10,3371,3334,365,2025,5,9,15,6,2025,5,9,15,16,0,0,0,1,0,1,4,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
5,3007,3201,365,2021,10,21,8,7,2021,10,21,8,12,1,0,0,1,0,1,3,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
3,3190,3182,30,2022,11,23,14,59,2022,11,23,15,2,1,0,1,0,0,1,2,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
6,3203,3359,365,2024,5,1,11,50,2024,5,1,11,56,1,0,0,1,0,1,2,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
15,3009,3055,30,2024,6,28,8,20,2024,6,28,8,35,0,0,1,0,0,1,4,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
31,3157,3017,30,2025,2,1,15,18,2025,2,1,15,49,0,0,1,0,0,1,5,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
9,3382,3052,30,2025,4,15,9,5,2025,4,15,9,14,0,0,1,0,0,1,1,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210294e-16
17,3052,3322,30,2024,6,6,12,35,2024,6,6,12,52,0,0,1,0,0,1,3,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
3,3152,3159,365,2023,10,12,8,56,2023,10,12,8,59,1,0,0,1,0,1,3,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
7,3032,3010,30,2025,4,23,6,17,2025,4,23,6,24,0,0,1,0,0,1,2,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
11,3038,3182,365,2022,12,1,20,1,2022,12,1,20,12,1,0,0,1,0,1,3,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
2,3102,3340,30,2024,6,28,12,42,2024,6,28,12,44,1,0,1,0,0,1,4,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
10,3033,3383,30,2024,8,14,13,39,2024,8,14,13,49,1,0,1,0,0,1,2,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
8,3075,3102,30,2020,6,24,18,4,2020,6,24,18,12,1,0,1,0,0,1,2,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
8,3021,3362,365,2024,8,6,17,3,2024,8,6,17,11,0,0,0,1,0,1,1,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
9,3150,3237,30,2021,9,11,20,28,2021,9,11,20,37,0,0,1,0,0,1,5,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
9,3026,3034,365,2023,10,26,21,12,2023,10,26,21,21,1,0,0,1,0,1,3,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
8,3007,3072,30,2023,9,10,1,54,2023,9,10,2,2,1,0,1,0,0,1,6,1,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387
4,3165,3022,30,2024,5,9,8,50,2024,5,9,8,54,1,0,1,0,0,1,3,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
7,3182,3304,30,2024,6,21,17,36,2024,6,21,17,43,1,0,1,0,0,1,4,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
28,3026,3038,365,2022,6,10,11,12,2022,6,10,11,40,0,0,0,1,0,1,4,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
6,3163,3022,30,2023,9,28,22,49,2023,9,28,22,55,0,0,1,0,0,1,3,0,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991
3,3154,3059,30,2024,10,13,10,33,2024,10,13,10,36,0,0,1,0,0,1,6,1,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
9,3028,3028,30,2020,9,25,20,34,2020,9,25,20,43,1,0,1,0,0,0,4,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
14,3154,3057,365,2024,6,6,17,23,2024,6,6,17,37,0,0,0,1,0,1,3,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
16,3057,3012,30,2022,7,21,17,30,2022,7,21,17,46,0,0,1,0,0,1,3,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
8,3296,3125,30,2024,8,2,18,24,2024,8,2,18,32,0,0,1,0,0,1,4,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
10,3125,3164,30,2023,5,5,16,3,2023,5,5,16,13,1,0,1,0,0,1,4,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
14,3066,3015,365,2023,5,3,8,36,2023,5,3,8,50,1,0,0,1,0,1,2,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
3,3066,3012,1,2025,2,9,15,3,2025,2,9,15,6,1,0,0,0,1,1,6,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
9,3115,3234,365,2022,10,28,17,42,2022,10,28,17,51,1,0,0,1,0,1,4,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
3,3007,3238,365,2023,12,9,15,6,2023,12,9,15,9,0,0,0,1,0,1,5,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
5,3190,3203,30,2021,10,13,18,56,2021,10,13,19,1,0,0,1,0,0,1,2,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
9,3314,3238,365,2023,7,10,8,11,2023,7,10,8,20,0,0,0,1,0,1,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
14,3031,3040,30,2020,7,15,13,32,2020,7,15,13,46,0,0,1,0,0,1,2,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
20,3156,3000,30,2023,7,30,22,11,2023,7,30,22,31,0,0,1,0,0,1,6,1,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991
12,3033,3236,365,2024,7,27,1,16,2024,7,27,1,28,1,0,0,1,0,1,5,1,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387
21,3108,3249,30,2021,10,10,21,58,2021,10,10,22,19,1,0,1,0,0,1,6,1,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
16,3208,3066,30,2024,7,15,12,8,2024,7,15,12,24,1,0,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
12,3158,3206,30,2020,9,5,15,42,2020,9,5,15,54,1,0,1,0,0,1,5,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
2,3049,3049,365,2026,2,21,14,48,2026,2,21,14,50,0,0,0,1,0,0,5,1,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
5,3185,3101,365,2024,11,15,12,52,2024,11,15,12,57,0,0,0,1,0,1,4,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
11,3208,3086,30,2020,11,22,15,47,2020,11,22,15,58,0,0,1,0,0,1,6,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
11,3055,3321,30,2023,4,1,17,44,2023,4,1,17,55,0,0,1,0,0,1,5,1,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
46,3120,3120,30,2023,6,19,19,13,2023,6,19,19,59,1,0,1,0,0,0,0,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
8,3202,3018,30,2021,9,25,16,35,2021,9,25,16,43,0,0,1,0,0,1,5,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
14,3252,3158,30,2024,10,12,22,27,2024,10,12,22,41,1,0,1,0,0,1,5,1,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991
9,3017,3088,30,2024,8,21,9,32,2024,8,21,9,41,1,0,1,0,0,1,2,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210294e-16
7,3020,3343,365,2024,4,4,18,3,2024,4,4,18,10,1,0,0,1,0,1,3,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
31,3329,3403,1,2025,9,21,2,19,2025,9,21,2,50,1,0,0,0,1,1,6,1,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001
7,3116,3057,30,2026,2,25,15,13,2026,2,25,15,20,1,0,1,0,0,1,2,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
44,3034,3124,365,2023,3,26,12,20,2023,3,26,13,4,0,0,0,1,0,1,6,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
6,3086,3397,30,2025,8,6,17,57,2025,8,6,18,3,1,0,1,0,0,1,2,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
5,3157,3394,30,2025,9,22,12,26,2025,9,22,12,31,0,0,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
56,3238,3018,30,2023,8,12,12,34,2023,8,12,13,30,1,0,1,0,0,1,5,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
13,3202,3164,30,2021,9,13,17,44,2021,9,13,17,57,0,0,1,0,0,1,0,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
4,3152,3006,365,2023,4,1,14,30,2023,4,1,14,34,1,0,0,1,0,1,5,1,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
4,3057,3051,365,2025,8,14,17,36,2025,8,14,17,40,1,0,0,1,0,1,3,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
97,3182,3202,1,2020,7,2,13,26,2020,7,2,15,3,0,1,0,0,0,1,3,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
14,3169,3061,365,2022,12,13,8,55,2022,12,13,9,9,1,0,0,1,0,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
13,3074,3029,1,2024,11,18,17,9,2024,11,18,17,22,1,1,0,0,0,1,0,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
28,3060,3060,365,2024,2,19,9,16,2024,2,19,9,44,0,0,0,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210294e-16
11,3156,3212,30,2025,11,23,8,55,2025,11,23,9,6,1,0,1,0,0,1,6,1,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
16,3190,3098,30,2020,9,17,16,41,2020,9,17,16,57,0,0,1,0,0,1,3,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
37,3057,3064,1,2025,10,18,10,51,2025,10,18,11,28,0,0,0,0,1,1,5,1,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
14,3074,3112,365,2020,7,7,11,48,2020,7,7,12,2,0,0,0,1,0,1,1,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
6,3059,3201,30,2022,10,18,6,49,2022,10,18,6,55,1,0,1,0,0,1,1,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
18,3007,3029,30,2022,10,13,17,29,2022,10,13,17,47,0,0,1,0,0,1,3,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
11,3359,3053,365,2024,8,14,7,14,2024,8,14,7,25,0,0,0,1,0,1,2,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
5,3054,3051,30,2022,6,3,19,11,2022,6,3,19,16,1,0,1,0,0,1,4,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
16,3037,3056,30,2021,7,24,20,39,2021,7,24,20,55,0,0,1,0,0,1,5,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
21,3255,3313,30,2025,5,29,17,19,2025,5,29,17,40,0,0,1,0,0,1,3,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
5,3056,3200,30,2020,5,17,18,46,2020,5,17,18,51,1,0,1,0,0,1,6,1,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
9,3018,3039,30,2020,10,29,16,19,2020,10,29,16,28,0,0,1,0,0,1,3,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
13,3037,3322,30,2024,8,21,17,47,2024,8,21,18,0,1,0,1,0,0,1,2,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
17,3294,3294,30,2023,7,7,20,54,2023,7,7,21,11,0,0,1,0,0,0,4,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
12,3040,3066,30,2022,12,9,18,16,2022,12,9,18,28,1,0,1,0,0,1,4,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
5,3066,3007,30,2023,10,29,21,23,2023,10,29,21,28,0,0,1,0,0,1,6,1,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
13,3190,3099,30,2023,8,3,19,12,2023,8,3,19,25,1,0,1,0,0,1,3,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
5,3263,3265,30,2024,3,14,12,40,2024,3,14,12,45,1,0,1,0,0,1,3,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
2,3012,3032,365,2021,1,2,16,3,2021,1,2,16,5,1,0,0,1,0,1,5,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
3,3245,3008,30,2025,6,11,15,4,2025,6,11,15,7,1,0,1,0,0,1,2,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
2,3043,3150,30,2022,11,8,17,12,2022,11,8,17,14,1,0,1,0,0,1,1,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
11,3066,3000,30,2024,11,1,6,42,2024,11,1,6,53,0,0,1,0,0,1,4,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
7,3033,3066,365,2025,4,22,6,53,2025,4,22,7,0,1,0,0,1,0,1,1,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
17,3053,3188,30,2025,7,11,14,39,2025,7,11,14,56,1,0,1,0,0,1,4,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
25,3114,3059,30,2021,4,8,15,33,2021,4,8,15,58,1,0,1,0,0,1,3,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
6,3345,3059,30,2024,7,12,7,39,2024,7,12,7,45,0,0,1,0,0,1,4,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
23,3163,3056,30,2025,6,28,3,23,2025,6,28,3,46,0,0,1,0,0,1,5,1,0.7071067811865476,0.7071067811865476,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17
13,3059,3035,365,2025,6,26,14,8,2025,6,26,14,21,1,0,0,1,0,1,3,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
7,3210,3056,30,2024,1,12,12,14,2024,1,12,12,21,0,0,1,0,0,1,4,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
19,3100,3166,30,2021,9,25,13,1,2021,9,25,13,20,1,0,1,0,0,1,5,1,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
18,3098,3169,1,2025,4,17,14,16,2025,4,17,14,34,1,1,0,0,0,1,3,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
3,3345,3073,30,2024,5,13,17,43,2024,5,13,17,46,0,0,1,0,0,1,0,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
4,3238,3028,30,2025,4,21,15,33,2025,4,21,15,37,1,0,1,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
30,3099,3029,30,2021,10,10,12,44,2021,10,10,13,13,0,0,1,0,0,1,6,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
5,3297,3000,365,2023,12,31,17,45,2023,12,31,17,50,0,0,0,1,0,1,6,1,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
